STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CAN,Canada,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,320.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,LUX,Luxembourg,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,280.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,LUX,Luxembourg,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2008,,284,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,LUX,Luxembourg,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2002,,296.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,LUX,Luxembourg,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2000,,271.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,HUN,Hungary,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2008,,57.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,HUN,Hungary,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2002,,63,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2002,,284.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2000,,247.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,287,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,HUN,Hungary,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2012,,54.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2008,,269.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,GBR,United Kingdom,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2002,,273.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,GBR,United Kingdom,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2000,,247.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,EST,Estonia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,,22.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,EST,Estonia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,,22.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,HUN,Hungary,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2012,,18,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,HUN,Hungary,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2008,,16.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,HUN,Hungary,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2002,,15.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,GBR,United Kingdom,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,272.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,GBR,United Kingdom,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2008,,269.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CZE,Czechia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2002,,16.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CZE,Czechia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2008,,13.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CZE,Czechia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,258.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CZE,Czechia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2008,,252.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CZE,Czechia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2002,,247.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NZL,New Zealand,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2002,,91.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NZL,New Zealand,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2012,,85,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHL,Chile,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,,13.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHL,Chile,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,,14,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,IRL,Ireland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,,34.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,IRL,Ireland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,,36.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CAN,Canada,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2012,,79.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CAN,Canada,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2008,,83.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CAN,Canada,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2002,,84.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,IRL,Ireland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,,35.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,IRL,Ireland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,,36.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,SWE,Sweden,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2002,,264.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,SWE,Sweden,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2000,,256.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHN,China (People’s Republic of),A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,,14.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHL,Chile,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,,17.1,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHL,Chile,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,,19.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,SWE,Sweden,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,270,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,SWE,Sweden,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2008,,259.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,IDN,Indonesia,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,,15.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,BRA,Brazil,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,,12.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,BRA,Brazil,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNBR,Malignant neoplasms of female breast,2012,,59.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNPR,Malignant neoplasms of prostate,2000,,56.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNPR,Malignant neoplasms of prostate,2012,,107.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,,36.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,,31,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,,42.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,,31.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNPR,Malignant neoplasms of prostate,2008,,91.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,CHE,Switzerland,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,M,Male,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDMNPR,Malignant neoplasms of prostate,2002,,77.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2000,,276.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2012,,304.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,ISR,Israel,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2012,,4.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,ISR,Israel,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2008,,5.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2002,,7.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2000,,7.3,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2012,,6.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,F,Female,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDCRVX,Malignant neoplasms of cervix uteri,2008,,5.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_C(1.0),Cancer,I,NLD,Netherlands,A,Annual,CNCR,Cancer incidence,CS_10P5PS,Cases per 100 000 persons,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,CICDTUME,Malignant neoplasms,2008,,289.9,,,,,,,,,,,
